ID,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
98251,0.41086874,38,1,1611,0,6,0,0,0,2
98256,0.013880971,44,0,0.820749492,5416,16,0,2,0,0
98258,0.476540349,50,0,0.556895031,3400,7,0,1,0,1
98260,0.557445072,58,1,0.252971892,9000,13,0,2,0,2
98264,0.016715672,44,0,0.824042762,9166,13,0,2,0,1
98266,0.094817299,52,0,0.150334753,11500,9,0,1,0,1
98275,0.9999999,51,0,0,NA,0,2,0,0,0
98277,0,24,1,0,1600,2,0,0,0,0
98288,0.089045842,63,0,2917,NA,20,0,2,0,0
98289,0.9999999,40,0,0.811556139,3045,4,0,1,0,3
98291,0.836145482,44,0,0.423157018,2400,5,0,0,0,1
98295,0.048490177,57,0,0.248850899,12400,17,0,1,0,1
98305,0,36,0,0.28323892,3000,3,0,1,0,0
98307,0.652796604,58,0,0.763210511,3500,12,0,0,0,0
98313,0.9999999,46,0,0.001034126,2900,1,0,0,0,2
98316,0.304793643,35,1,1652,NA,6,0,1,0,0
98317,0.140761497,52,0,0.332672426,7060,4,0,1,0,2
98318,0.598361675,64,1,2489,NA,20,0,2,0,0
98322,0.029267937,40,2,0.630504701,8083,9,0,4,0,2
98323,0,89,0,0,2536,2,0,0,0,0
98327,0.141543383,24,0,0.001599744,6250,2,0,0,0,0
98332,0.724245866,35,1,1.339025406,2400,13,1,1,3,0
98343,0.897242988,53,0,0.311997005,5342,8,0,1,0,0
98350,0.235796147,30,0,0.712403599,3111,7,0,2,0,2
98353,0.337193687,61,0,0.203679019,3750,8,0,0,0,0
98355,0,39,0,0.263153718,12600,6,0,2,0,0
98361,0.068216431,66,0,1206,NA,4,0,1,0,NA
98363,0,56,0,400,NA,8,0,0,0,0
98368,0.091750911,60,0,0.205097087,11535,10,0,2,0,0
98371,0.001324967,51,0,0.335421944,7500,11,0,1,0,4
98375,0.108152577,59,0,0.648893628,3750,26,0,0,0,0
98379,1.020704908,33,1,0.288608261,3800,4,1,0,0,0
98380,0.9999999,57,0,0,5500,0,0,0,0,0
98381,0,41,0,0.233025566,30000,11,0,2,0,3
98387,0.524343717,60,4,0.865100375,18131,24,0,20,0,0
98393,0.99730784,43,2,0.663794505,6150,10,0,1,0,0
98402,0.712790042,54,0,0.799820018,10000,26,0,1,0,0
98406,0.500428531,28,1,0.505014327,2791,8,0,1,0,1
98408,0.157274365,54,2,0.08894391,10500,12,0,0,0,3
98413,0.022458098,42,0,0.206541923,7000,12,0,2,0,2
98414,0.003888529,37,0,3.33222e-4,3000,2,0,0,0,0
98415,0.976204759,37,0,0.136125654,4583,3,0,0,0,2
98416,0.007162382,66,0,0.001141118,5257,2,0,0,0,0
98418,0.059324202,41,0,3332,NA,6,0,1,0,0
98421,0.025706541,62,0,0.140285808,18333,6,0,1,0,0
98431,0.95172103,60,0,0.79331307,3947,11,0,1,1,0
98434,0.78332436,44,1,0.653897402,3001,8,0,0,0,2
98437,0.010351033,72,0,1830,NA,36,0,2,0,0
98440,0.511898609,32,0,0.219752327,13000,6,0,2,0,0
98443,0.242359402,49,2,0.46412667,8083,16,0,2,0,2
98445,0.933396765,30,5,0.368481282,6116,7,0,2,1,1
98447,0.660014782,48,1,0.62851153,2384,7,0,1,0,1
98450,1.029784066,39,0,0.207802392,5100,11,1,0,1,0
98454,0.720127215,23,0,0.049421661,950,3,0,0,0,0
98455,0.093860409,74,0,0.029117775,2300,6,0,0,0,0
98456,0.475770664,58,0,0.694817658,2083,6,0,1,0,0
98462,0.910444517,41,2,0.067501918,3910,3,0,0,0,0
98465,0,54,0,0.101579684,5000,5,0,0,0,1
98466,0.123098509,51,0,0.406878461,6861,15,0,1,0,4
98471,0,39,0,1636,NA,9,0,1,0,0
98474,1.584097859,37,4,0.186833283,3280,7,1,0,0,0
98482,0.00659061,77,0,4,NA,1,0,0,0,0
98489,0.050141099,64,0,0.013994402,2500,3,0,0,0,0
98492,0.444969256,45,0,0.208930357,3000,3,0,0,0,1
98496,0.108122297,39,0,0.41485795,5666,4,0,2,0,0
98497,0.086243745,82,5,0.830458354,4057,27,0,1,0,0
98501,0,45,0,0.345331834,8000,11,0,1,0,2
98504,0.024910274,49,0,0.29147918,14000,14,0,2,0,0
98508,0.208820581,44,0,2444,NA,11,0,2,0,1
98511,0.003844876,58,0,0.151346438,8800,7,0,1,0,2
98514,0.002437348,76,1,1,NA,3,0,0,0,NA
98521,0.03179894,45,0,28,NA,2,0,0,0,0
98522,0,45,0,0.071952428,5044,3,0,0,0,0
98523,0.14781966,47,0,0.281208936,10653,7,0,1,0,4
98525,0.006552067,68,0,0.073763621,1192,11,0,1,0,0
98526,0.431406761,33,1,0.249189773,2776,8,0,0,0,1
98529,0.058134405,37,0,3213,NA,11,0,2,0,2
98533,0.182521384,39,0,0.652948801,6171,13,0,3,0,0
98537,0.023275605,47,1,0.441811638,3333,6,0,1,0,1
98538,0.004555049,64,0,0.237271699,6186,7,0,1,0,1
98542,0.418171091,38,0,0.504086246,5750,10,0,2,0,3
98544,0.798582199,48,1,1.538896132,2300,14,1,1,0,1
98547,0.9999999,37,0,0.131046931,2769,1,0,0,1,2
98549,0.052177116,63,0,0.256767374,14000,10,0,2,0,1
98562,0,77,0,0.310878362,4200,5,0,2,0,1
98563,0.001523785,86,0,0.115358245,5833,14,0,0,0,0
98566,0,65,0,886,NA,7,0,2,0,0
98570,0.336169148,42,1,0.398886358,3950,14,0,1,0,2
98571,0.091444238,31,0,0.236610331,4200,6,0,1,0,0
98581,0.380668724,51,0,0.674302496,3404,11,0,1,0,0
98586,0.368918472,62,0,1.818393869,3000,39,0,3,0,0
98587,0.157254857,33,0,0.314844374,2505,2,0,0,0,0
98592,0.9999999,69,0,516,NA,1,0,0,0,0
98594,0.426102956,37,0,2784,NA,2,0,1,0,0
98601,0.53912639,49,0,0.164967007,5000,11,0,0,0,1
98602,0.050693036,52,0,0.255756579,12159,8,0,2,0,8
98603,0.149646813,78,0,154,NA,3,0,0,0,0
98604,0.9999999,52,98,0,9016,0,98,0,98,2
98609,0.104529691,57,0,0.175798757,6916,15,0,1,0,1
98610,0.111936957,61,0,111,NA,2,0,0,0,0
98620,0.9999999,54,0,1757,NA,5,0,2,0,0
98626,0.091462537,37,0,0.345181894,3600,7,0,0,0,0
98637,0.019587977,68,0,0.233280395,5666,8,0,1,0,2
98640,0.011249438,73,0,2.87991e-4,20833,1,0,0,0,0
98641,0.137689666,69,0,0.435291418,8715,11,0,3,0,0
98642,0.355149045,41,1,1.180935875,2884,11,0,1,0,2
98648,0.195826421,45,0,0.638550639,3366,14,0,1,0,3
98649,0,25,0,0.054794521,2700,6,0,0,0,0
98651,0.701374063,45,0,0.938084953,4166,8,0,2,0,2
98657,0.9999999,34,0,0.110577884,5000,6,0,0,1,0
98664,0.050115639,45,0,0.29261745,8939,7,0,1,0,3
98671,0.018679626,79,0,0.005510726,5080,5,0,0,0,0
98679,0.167849675,64,0,1815,NA,7,0,1,0,0
98680,0.703317656,59,2,0.117018481,11416,7,0,0,0,0
98681,0.800282072,54,2,0.656268746,5000,11,0,1,0,0
98687,0.231104335,47,0,0.151308115,6000,10,0,1,0,0
98689,0,36,0,0.043509878,8250,3,0,0,0,0
98691,0.604700506,66,0,0.592992561,4166,15,0,1,0,0
98694,0.9999999,65,0,0.167802832,3813,2,0,1,2,1
98701,0.037710267,61,0,112,NA,4,0,0,0,0
98703,0.384021324,89,0,0.656335029,8452,13,0,4,0,0
98704,0.00279888,46,1,0,4522,2,0,0,0,0
98711,0.62014695,29,0,0.464149839,3416,13,0,0,0,0
98715,0.232057809,51,1,0.116018177,7041,11,0,0,0,1
98717,0.800016128,64,1,0.354296122,9333,15,0,2,0,0
98720,0.080654744,67,0,0.52790626,3242,22,0,1,0,0
98721,0.014558828,68,0,0.184004998,3200,4,0,1,0,1
98723,0.070651144,58,0,0.35995702,5583,7,0,1,0,0
98726,0.9999999,41,0,0.071061875,3700,1,0,0,0,2
98729,0.267415761,62,0,2.373750833,1500,7,0,2,0,0
98732,0.9999999,50,0,346,NA,2,0,0,0,0
98735,0.15608791,41,0,1352,NA,6,0,1,0,0
98737,0,70,0,0.103965345,3000,8,0,0,0,0
98741,0.253458426,69,0,0.43898837,5416,10,0,1,0,0
98742,0,34,0,0.736122073,3800,5,0,1,0,0
98745,0.905272982,69,1,0.266196104,18275,8,0,2,0,0
98751,0.027364664,55,0,0.467007332,4500,15,0,1,0,0
98754,0.488594463,27,0,0.325162839,5833,9,0,2,0,2
98758,0.9999999,26,0,8960,0,1,0,0,0,0
98760,0.043243483,65,0,57,NA,7,0,0,0,0
98765,0.233870458,47,0,2039,NA,11,0,0,0,1
98776,0.100551375,63,0,0.203275652,23750,14,0,2,0,1
98802,0.666686084,48,0,7.087824351,500,11,0,2,0,1
98808,0.9999999,48,0,0.223208416,6083,4,0,2,0,0
98809,0.799387073,59,0,0.160450549,17400,13,0,1,0,0
98816,0.943711563,31,0,733,NA,5,0,0,0,0
98822,0.510731857,57,0,0.422766179,12500,14,0,4,0,3
98824,0.024124246,61,0,0.276351518,8101,9,0,2,0,1
98830,0.254203526,54,1,0.377349398,16599,27,0,3,0,4
98831,0.005186135,59,0,0.001558361,6416,8,0,0,0,0
98835,0.201810843,33,0,0.620915033,2600,7,0,1,0,1
98836,0.043457428,69,0,62,NA,3,0,0,0,0
98842,0.13342023,66,0,4926,NA,23,0,2,0,1
98848,0.866345575,44,0,2801,NA,10,0,0,0,0
98859,0.896047543,33,0,0.644385027,2617,10,0,1,0,0
98862,0.926221688,40,0,0.364936506,8110,5,0,1,0,2
98863,0.014467743,48,0,0.233910717,7100,13,0,0,0,1
98869,0.233595801,40,2,0.033661056,6000,4,0,0,0,2
98875,0.005380206,33,0,0.060419104,9400,6,0,0,0,0
98880,0.014479807,59,0,0.734947789,4500,14,0,3,0,1
98889,0.018561485,41,0,0.812325256,8583,9,0,2,0,3
98907,0.059416021,79,0,48,NA,2,0,0,0,0
98908,0.070422535,23,0,4,NA,1,0,0,0,0
98910,0.991144122,49,1,0.455295392,12000,12,0,1,0,5
98918,0.989600416,62,4,1.247322066,4200,8,0,1,0,0
98931,0.911456659,54,0,0.800273973,7299,8,0,2,0,1
98934,0.078671709,58,0,0.016997572,7000,3,0,0,0,0
98942,0.018374488,49,0,0.440874036,10891,16,0,2,0,3
98954,0.9999999,27,0,0.041340178,3700,2,1,0,0,0
98957,0.73427118,38,1,0.409854654,9700,17,0,2,0,2
98960,0.939202432,47,2,0.644177215,7899,17,0,2,0,2
98965,0.194162388,37,0,0.63472552,7158,5,0,2,0,1
98972,0.633958545,61,0,0.449662321,6366,8,0,2,0,3
98974,0.325858374,33,0,2477,NA,17,0,2,0,0
98975,0.180494691,70,1,1855,NA,6,0,1,0,0
98977,0.664544515,76,1,0.334314708,15963,7,0,3,0,0
98978,0.694456596,60,1,0.523375308,6908,10,0,3,0,1
98981,0.020165859,66,0,0.321136049,9400,8,0,1,0,1
98982,0.009637781,79,0,0.159210197,4000,16,0,0,0,0
98985,0.273350471,46,1,0.005655423,4950,1,0,0,1,4
98994,1.004903755,45,0,0.518118551,12500,15,0,2,0,4
99000,0.9999999,60,0,0,4100,1,0,0,0,0
99004,2.084909301,50,1,0.117235463,37300,8,0,2,0,3
99005,9.995e-4,45,0,0.3717699,7700,6,0,2,0,2
99010,0,35,0,0.424888187,3800,4,0,1,0,0
99014,0.062297923,54,0,0.165498913,12416,3,0,1,0,2
99022,0.26962671,47,0,0.440079989,7000,12,0,3,0,0
99030,0.068427257,58,0,0.530377668,7916,12,0,1,0,2
99032,0.9999999,50,0,0.623379137,5166,4,0,2,0,0
99033,0.142230692,57,0,0.015332198,13500,6,0,0,0,0
99037,0.411243183,37,0,0.161326971,4400,7,0,0,0,3
99038,0.005483812,40,0,0.590191539,4750,7,0,2,0,2
99045,0.098193244,47,0,1953.5,1,9,0,2,0,3
99047,0.5327762,45,0,0.564393007,4060,7,0,1,0,3
99054,0,61,4,1993,NA,9,0,2,0,NA
99057,0.941705829,27,0,1.260956175,501,7,0,0,0,0
99059,0.837005575,29,0,0.24337831100000001,2000,7,0,0,0,0
99060,0.155592762,47,0,0.047151621,11409,5,0,1,0,2
99064,0.006022482,61,0,0.145401672,2750,9,0,1,0,0
99067,0.501925316,37,0,0.52161042,3377,4,0,1,0,3
99069,0.252016373,65,0,0.596333226,3108,5,0,1,0,0
99070,0.213946513,63,1,0.368643641,9930,14,0,4,0,0
99072,0.087661653,75,0,2989,NA,12,0,2,0,1
99075,0.839811619,38,0,0.634219958,5300,11,0,1,0,1
99080,0.002883587,51,0,1102,NA,4,0,1,0,0
99082,0.121016585,46,0,2900,NA,5,0,1,0,0
99083,0.11544015,66,0,0.678580355,4000,13,0,1,0,0
99084,0.9999999,65,0,160,NA,3,0,0,0,0
99087,0.053379877,70,0,0.215928024,3000,4,0,1,0,0
99091,0.01109023,70,0,537,NA,14,0,0,0,0
99098,0.019463353,75,0,0.014746313,4000,14,0,0,0,0
99101,0.9999999,51,2,0.758501996,7262,3,0,2,0,1
99105,0.007720507,64,0,0.606957217,2500,12,0,1,0,0
99108,0.523445479,33,0,538,NA,3,0,0,0,0
99113,0.87445022,43,0,0.337666048,7000,6,0,1,0,0
99115,0.123700436,58,0,0.393978915,9200,13,0,2,0,2
99124,0.295461898,78,0,3522,NA,8,0,1,0,0
99130,0.25932784,53,2,0.12363359,11800,8,0,1,0,3
99131,0.278096254,54,1,0.690704106,4700,9,0,2,0,3
99134,0.634635675,39,0,0.384238465,7346,6,0,1,0,2
99137,0.68701574,39,1,0.383915749,6266,9,0,1,0,2
99143,0.33225462,27,0,0.035381894,13000,10,0,0,0,0
99151,0.201420811,68,0,0.73722451,4128,17,0,2,0,0
99158,3.75578e-4,39,0,0.351938793,5750,9,0,1,0,0
99163,0.008947144,74,0,0.01138664,3951,7,0,0,0,0
99166,0.9999999,30,0,0.00784916,11720,0,2,0,0,0
99167,0.965206959,34,0,0.426416721,4640,9,0,1,0,0
99175,0.094763092,43,1,342,NA,3,3,0,0,0
99179,0.050342584,79,0,56,0,4,0,0,0,1
99184,0.002386228,27,0,0.21049754,1828,5,0,0,0,0
99192,0.937800815,44,2,0.969653695,2800,10,0,1,0,0
99193,0.9999999,32,0,0.388189987,3894,3,0,1,0,2
99194,0.405402638,56,0,0.440838077,8256,18,0,1,0,2
99200,0.056328581,64,0,0.01533163,9000,7,0,0,0,0
99206,0.828018468,45,0,0.660603113,10279,9,0,2,0,4
99207,0.046964869,62,0,2403,NA,7,0,1,0,0
99209,0.482834478,55,1,0.225253535,7000,3,0,1,0,1
99210,0.136817175,55,0,0.512337217,2917,9,0,1,0,0
99212,0.325490427,60,0,2224,NA,11,0,1,0,3
99214,0.373745733,42,1,0.525573524,5317,9,0,2,0,2
99215,0.398150462,25,0,0.053063317,3900,3,0,0,0,0
99222,0.256296617,41,1,1254,NA,4,0,1,0,0
99224,0.099190081,41,0,0.4452,4999,7,0,2,0,0
99233,0.019668694,60,0,0.281565791,9400,16,0,2,0,1
99237,0.744053283,61,0,0.019981835,1100,3,0,0,0,0
99238,0.001097093,43,0,0.29613407,5250,8,0,1,0,0
99242,0.171042271,48,0,0.291916595,3500,9,0,1,0,3
99246,0.36535386,45,1,0.277836598,11333,18,0,3,0,2
99253,0.011691858,62,0,7704,NA,18,0,3,0,0
99256,7.99968e-4,50,0,0,NA,7,0,0,0,0
99265,9.0356e-4,69,0,0.18880597,2679,11,0,0,0,0
99270,0.00149985,50,2,1.719101124,800,14,0,1,1,3
99278,0,35,0,0.080047087,6795,6,0,0,0,0
99279,0.348781778,53,0,0.251004554,7465,9,0,1,0,0
99283,0.008783969,76,0,2159,NA,9,0,2,0,0
99284,0,39,0,0.440095994,5416,6,0,2,0,2
99285,0.461077844,23,0,6,0,1,0,0,0,0
99292,0.092980128,62,0,0.01912261,8000,4,0,0,0,3
99296,0.10161191,61,0,2403,NA,17,0,2,0,0
99297,0.193353859,58,0,1095,NA,12,0,1,0,0
99302,0.00720612,67,0,11279,NA,10,0,4,0,0
99303,0.56512465,37,0,0.016636102,7633,2,0,0,0,0
99308,0.039537448,56,0,0.102868013,6833,8,0,1,0,1
99309,0.101300344,34,0,0.14995947,3700,6,0,0,0,0
99314,0.434386208,47,0,0.646810956,5220,14,0,2,0,0
99318,0.09369088,74,0,0.479241661,4166,7,0,1,0,0
99321,0.199520192,35,3,0.472081218,2560,8,0,1,1,2
99323,0,32,0,0,3360,3,0,0,0,1
99325,0.048255995,49,0,1.106757297,2500,7,0,1,0,0
99327,0.07284582,42,0,0.342527661,6416,21,0,2,0,2
99329,0.021956088,35,1,0,NA,1,0,0,0,0
99342,0.253719584,43,0,0.3392,9999,7,0,2,0,1
99343,0.480273068,45,0,0.04063267,11000,9,0,0,0,0
99351,0.9999999,63,0,27,NA,0,0,0,0,NA
99352,0.495601047,45,0,0.291193372,7482,6,0,1,0,2
99368,1.007934987,29,0,0.43952721300000003,3637,7,0,0,0,0
99372,0.088329653,79,0,0.018340611,3434,4,0,0,0,0
99373,0.171507475,33,0,1401,NA,6,0,1,0,0
99375,0.010159187,64,2,2804,NA,11,0,1,0,0
99379,0.020396861,37,0,0.311746368,17000,14,0,1,0,2
99381,0.029174214,82,0,0.182159038,6400,15,0,1,0,0
99389,0.017158119,66,0,1990,NA,10,0,1,0,0
99397,0.329038938,66,0,0.275465567,8000,8,0,1,0,0
99398,0.9999999,41,0,0.773650208,4333,5,0,3,0,2
99408,0.25908558,72,0,3724,NA,6,0,4,0,NA
99417,0.253186946,56,0,0.720537617,6100,11,0,2,0,0
99419,0,42,0,2.094151213,700,5,0,2,0,2
99423,0.074855206,62,0,0.686760888,10400,18,0,3,0,0
99428,0.441967234,42,1,0.218270456,18050,11,0,1,0,0
99433,1.029588165,29,0,0.07457233,6020,6,0,0,0,0
99438,0.022810682999999998,32,0,0.279675097,5416,8,0,1,0,0
99443,0.260772115,35,0,0.360303308,12000,12,0,2,0,5
99452,1.071646418,47,0,0.048222589,13333,6,0,0,0,2
99458,0.040805297,57,0,0.251523901,3116,3,0,1,0,0
99461,0.985344473,35,5,0.178084586,5721,5,1,0,1,7
99464,0.019417647,45,0,0.160691824,3179,6,0,0,0,2
99466,0.9999999,26,0,0.30487297,2400,5,0,0,0,1
99468,0.45762246,39,0,1504,NA,18,0,1,0,3
99476,0.939411895,57,0,0.572927174,4956,5,0,2,0,1
99479,0.9999999,52,1,0.214447978,2200,2,1,0,0,0
99484,0.125212337,73,0,0.174162919,4001,14,0,0,0,1
99486,0.559583052,59,0,0.106689331,10000,5,0,0,0,0
99490,0.025499755,62,0,574,NA,15,0,1,0,0
99494,0.016379028,46,0,0.168259285,10150,10,0,0,0,3
99501,0.790978842,44,2,0.464841829,6100,9,0,3,0,2
99507,0.725572001,47,1,0.203011491,7570,10,0,0,0,0
99511,0.165699907,70,0,0.212428857,6500,5,0,1,0,1
99520,0.776474866,44,0,0.287359023,4255,6,0,0,0,0
99524,0.035680196,61,0,0.089740538,4200,3,1,0,0,0
99525,0.019736323,52,0,0.150284572,6500,9,0,1,0,0
99527,0.085054331,56,3,7708,NA,20,0,10,0,0
99529,0.450738732,63,0,0.55499203,6900,11,0,1,0,4
99531,0.9999999,48,0,0,NA,1,0,0,0,NA
99539,0.761421637,49,0,0.176088014,16451,4,0,1,0,1
99540,0.699300033,37,0,0.71296128,5500,7,0,2,0,0
99543,0.092425074,30,0,0.135732769,4250,6,0,0,0,0
99556,1.078921079,26,0,0.017767907,1800,1,0,0,0,0
99557,0.456486543,51,0,0.283048212,4500,12,0,1,0,2
99558,0.017924997,71,2,0.430185052,4160,20,0,1,0,0
99559,0.003626688,49,0,4124,NA,12,0,3,0,1
99564,1.045187528,50,0,0.043478261,6416,10,0,0,0,2
99565,0.153915003,81,0,0.177129148,2500,9,1,0,0,0
99566,0.548679398,35,0,0.46102284,12083,10,0,2,0,4
99573,1.002249438,43,0,0.254698121,2500,4,0,0,0,4
99576,1.084113633,34,0,0.146833954,5100,3,2,0,2,4
99585,0.629393971,60,0,0.105464384,17000,9,0,2,0,1
99590,0.651573359,64,0,0.577915377,5813,10,0,1,0,0
99594,0.032520325,44,0,0.444302504,3913,3,0,2,0,0
99597,0,49,0,0.158897321,6456,4,0,1,0,3
99599,0.587134048,51,1,683,1,5,0,1,0,3
99601,0.036497972,48,0,0.199963643,5500,3,0,2,0,0
99605,0.039944866,52,0,1275,NA,3,0,1,0,0
99606,0.9999999,43,0,0.712599374,4150,3,0,2,0,0
99608,0.9999999,40,0,0.233063911,12000,5,0,1,0,2
99610,0.039408176,53,0,15,NA,3,0,0,0,0
99616,0.086675428,49,0,1016,NA,14,0,1,0,2
99622,1.892215569,64,1,2398,NA,3,2,1,1,0
99624,0.562125107,22,3,0.426758939,2600,7,2,0,0,2
99626,0.004214135,75,0,0.273073264,1050,4,0,0,0,0
99638,0.228121705,39,0,0.572453372,2090,6,0,1,0,1
99639,0.822798178,54,0,0.943071369,3600,20,3,2,1,1
99643,0.996333944,48,0,0.345142644,5362,7,0,1,0,1
99646,0.004329488,69,0,1525,NA,8,0,1,0,NA
99648,0.041143293,46,0,0.50391513,3958,5,0,1,0,2
99651,0.064874947,69,0,86,NA,4,0,0,0,0
99653,0.9999999,33,0,0.184907546,2000,2,0,0,0,1
99658,0.721163942,41,0,0.732354997,1430,2,0,0,0,3
99659,0.122438965,52,2,988,NA,5,1,1,3,1
99662,0.497819894,62,1,0.40617901,2200,2,1,0,0,0
99665,0.46745935,42,1,0.274454258,6000,5,0,1,0,0
99666,0.013414972,85,0,0.00239952,5000,4,0,0,0,0
99668,0.222562052,45,0,0.126291236,3000,2,0,0,0,3
99670,0.397304962,64,0,0.312403101,9029,10,0,2,0,0
99679,0.004714061,56,0,0.298037764,2700,7,0,1,0,0
99680,0,73,0,1.008739076,1601,4,0,0,0,0
99682,0.580164737,66,0,0.355562629,6282,15,1,1,1,1
99683,0,51,0,0,NA,1,0,0,0,0
99688,0.370525895,39,0,0.167932827,2500,3,0,0,0,0
99689,0.208287992,77,0,563,NA,6,0,1,0,0
99692,0.006159548,58,0,0.373968836,12000,14,0,2,0,2
99694,0.003141992,59,0,0.144137125,7700,10,0,0,0,0
99696,0.02684256,65,0,0.128885657,5500,7,0,1,0,0
99698,0.048324332,50,0,0.230688036,36000,12,0,2,0,3
99708,0.052005638,32,0,0.388358143,4500,15,0,1,0,0
99711,0.978572449,38,1,1.084692267,1900,5,0,1,0,1
99714,0.729054189,62,0,0.039988892,3600,4,0,0,0,0
99717,0.345564329,65,0,1021,NA,5,0,1,0,0
99721,0.855424857,52,0,0.532419309,3500,12,0,0,1,0
99730,0.075983277,53,1,0.013866204,30000,16,0,0,0,2
99731,0.859023496,62,0,0.085508051,1800,4,0,0,0,0
99734,0.076225343,44,0,0.412880143,2794,11,0,0,0,2
99758,0,37,0,0.364232082,7324,9,0,1,0,3
99759,0.168838252,37,0,0.723138431,2000,4,0,1,0,2
99761,0.711288521,52,1,2.588728881,8818,17,0,1,0,3
99762,0.028575787,75,0,0.153430995,2593,9,0,1,0,0
99765,0.425014232,41,0,0.461397433,4908,6,0,2,0,4
99767,0.040328417,72,0,0.094781044,10001,5,0,1,0,0
99775,0,61,0,0.756358335,6172,5,0,1,0,2
99784,0.10148102,53,0,0.358586981,4500,8,0,1,0,0
99786,0.030587735,78,0,0.267666439,4400,5,0,1,0,0
99788,0.637310796,47,1,0.478736169,7500,16,0,2,0,1
99789,0.398111899,64,0,2580,NA,7,0,2,0,0
99792,0.07446346,56,2,0.710914454,3050,10,0,2,0,0
99804,0.026771315,28,0,0.153269471,2400,5,0,0,0,0
99805,0.662161271,51,0,0.772756342,4690,9,0,2,0,1
99812,0.368258704,71,1,552,NA,8,0,0,0,0
99813,0.138789614,53,0,0.371154962,3445,12,0,2,0,0
99815,0.134853932,39,0,0.152930675,3360,4,0,0,0,2
99836,0.9999999,25,1,244,NA,8,0,0,0,NA
99837,0.950687975,42,0,0.083783243,5000,7,0,0,0,1
99838,0.455142879,51,0,1631,NA,10,0,1,0,2
99840,0.262172285,23,0,0.294840295,1220,3,0,0,0,0
99842,0.089643984,75,0,2146,NA,11,0,3,0,1
99848,0.020136839,42,0,0.225088058,8800,7,0,1,0,0
99854,0.10497657,54,0,0.02791183,7666,8,0,0,0,0
99855,0.065928649,76,1,0.434856176,6500,7,0,1,0,1
99861,0.145677086,55,0,0.424715057,5000,8,0,1,0,0
99863,0.144675995,60,0,1197,NA,8,0,1,0,0
99866,0.904003802,43,0,0.606605866,8113,10,0,2,0,0
99867,0.050310753,41,0,0.07439628,6666,4,0,1,0,2
99868,0.12160603,31,0,0.044337138,6833,3,0,0,0,1
99874,3528,42,0,2432,NA,4,0,1,0,NA
99877,0.9999999,50,0,0.170851041,28000,4,0,1,0,1
99878,0.005945625,29,0,0.03508453,5500,5,0,0,0,0
99887,0.014759743,64,0,31,0,7,0,0,0,0
99890,1.00266489,25,0,0.037468776,1200,1,0,0,0,0
99892,0.05343583,40,0,0.518708411,9166,10,0,4,0,2
99896,0.003265195,65,0,0.304615897,6000,6,0,2,0,0
99902,0.144771046,32,0,0.278487088,10416,4,0,1,0,0
99903,0,68,0,0.008886914,4500,1,0,0,0,2
99905,0.147005649,57,0,0.292734025,10500,10,0,1,0,0
99909,0.45845668,64,0,0.397460254,10000,13,0,2,0,0
99910,0.00155159,50,0,779,NA,5,0,2,0,0
99914,0.062837487,65,0,0.393318147,5267,10,0,1,0,0
99922,0.020164986,89,0,564,NA,5,0,1,0,0
99934,0.042510486,62,0,0.258093324,8957,13,0,1,0,0
99935,0.966912099,44,0,0.404201805,6758,4,0,1,0,0
99939,0.053551818,61,0,0.287142738,12000,7,0,1,0,0
99941,0.011004058,65,0,0.178057226,5486,15,0,1,0,1
99947,0.838720077,49,1,2706,NA,13,0,2,0,0
99954,0.181284876,49,0,0.231311304,10500,9,0,2,0,3
99955,0.974768769,62,0,0.874857273,4378,10,0,2,0,0
99956,0.9999999,29,0,420,NA,1,1,0,0,0
99961,0.021874512,39,0,0.186994609,11871,9,0,2,0,2
99972,0.103061043,58,0,0.263801723,9400,15,0,1,0,1
99974,0.9999999,25,0,0.127603181,2640,1,1,0,1,0
99977,0.004008057,64,0,0.222166667,5999,19,0,1,0,0
99979,0.424557951,52,0,0.169929196,2400,9,0,0,0,0
99987,0,64,0,200,NA,3,0,1,0,NA
99991,0.137112455,40,0,0.528597712,12500,8,0,3,0,3
99996,0.558444392,40,0,3034,NA,8,0,2,0,0
100002,0.043495228,79,0,0.269365317,4001,7,0,1,0,0
100004,0.148141976,67,0,0.213649852,7750,5,0,1,0,0
100015,0.988167653,27,0,3934,NA,7,0,2,0,3
100016,0.030788426,57,0,0.077574645,14166,5,0,1,0,1
100019,0.200067795,63,0,0.129348359,2040,7,0,0,0,1
100023,1.018145908,38,0,0.243199529,6800,11,0,0,1,0
100028,0.032873757,56,1,0.239970097,4012,12,0,1,0,2
100029,0.02648167,42,0,0.181981802,10000,9,0,2,0,2
100033,0.063527321,33,0,0.052768006,5400,5,0,0,0,2
100040,0.077890422,39,2,0.288981289,4328,12,0,1,0,2
100050,0.751996561,76,0,0.312871134,12966,8,0,2,0,0
100051,0.9999999,39,0,0.160440017,4817,4,0,0,0,2
100054,0.012172613,43,0,0.634273145,5000,11,0,3,0,0
100060,0.057049539,39,0,0.254713747,5833,8,0,1,0,2
100061,0.119995714,73,0,100,NA,4,0,0,0,NA
100062,6.9897e-4,71,0,0.223271046,5190,6,0,1,0,0
